league_country;scraping_time;link;no;name;league;club;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Österreich;20230425191937;https://www.transfermarkt.ch/tim-paumgartner/profil/spieler/742014;35;Tim Paumgartner;2. Liga;FC Liefering;2.Liga;100 Tsd. €Letzte Änderung: 24.02.2023;Tsd. €;Letzte Änderung: 24.02.2023;100 Tsd. €;24.02.2023;18;;Österreich;Zentrales Mittelfeld;;;;01.01.2023;-;;Österreich U18;;6;0;8;14;;0;;0;;;;;;;;;;;;;;;
Österreich;20230425192002;https://www.transfermarkt.ch/alparslan-baran/profil/spieler/724053;39;Alparslan Baran;2. Liga;FC Liefering;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;75 Tsd. €;02.07.2022;18;1,80 m;Österreich;Zentrales Mittelfeld;links;HAGMAYR Sportmanagement;adidas;01.07.2022;-;;Österreich U18;;9;1;0;0;;0;;0;;;1;0,00;-;-;-;1;-;-;-;-;-;-;-
Österreich;20230425192021;https://www.transfermarkt.ch/dijon-kameri/profil/spieler/629005;8;Dijon Kameri;Bundesliga;RB Salzburg;1.Liga;4,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;20.09.2022;19;1,81 m;Österreich;Offensives Mittelfeld;rechts;Key United;Puma;01.07.2022;30.06.2026;;Österreich U21;;2;0;15;10;;4;;0;;;7;2,71;1;1;-;3;4;-;-;-;-;235';235'
Österreich;20230425192038;https://www.transfermarkt.ch/zeteny-jano/profil/spieler/692474;29;Zeteny Jano;2. Liga;FC Liefering;2.Liga;500 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;500 Tsd. €;17.11.2022;18;;Österreich;Offensives Mittelfeld;rechts;;;01.07.2022;-;;Österreich U18;;6;2;50;53;;19;;0;;;24;1,25;2;6;-;12;10;4;-;-;-;573';1.145'
Österreich;20230425192103;https://www.transfermarkt.ch/dominik-lechner/profil/spieler/804029;;Dominik Lechner;ÖFB Jugendliga U18;AKA Salzb. U18;Jugendliga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;20.09.2022;18;;Österreich;Offensives Mittelfeld;;Sports360 GmbH;;01.07.2021;-;;Österreich U18;;5;2;24;20;;4;;0;;;;;;;;;;;;;;;
Österreich;20230425192124;https://www.transfermarkt.ch/karim-konate/profil/spieler/847278;19;Karim Konaté;Bundesliga;RB Salzburg;1.Liga;4,00 Mio. €Letzte Änderung: 17.11.2022;Mio. €;Letzte Änderung: 17.11.2022;4,00 Mio. €;17.11.2022;19;1,78 m;Elfenbeinküste;Mittelstürmer;rechts;VV Consulting;;01.07.2022;30.06.2027;;Elfenbeink. U23;;0;0;0;5;;8;;0;;;5;2,20;1;1;-;5;-;-;-;-;-;47';47'
Österreich;20230425192141;https://www.transfermarkt.ch/oumar-diakite/profil/spieler/847279;37;Oumar Diakité;2. Liga;FC Liefering;2.Liga;900 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;900 Tsd. €;17.11.2022;19;1,82 m;Elfenbeinküste;Mittelstürmer;rechts;AD ASTRA SM;;13.01.2022;30.06.2026;Elfenbeinküste;;;0;0;71;69;;33;;0;;;19;1,37;8;6;-;2;7;-;-;-;2;188';1.500'
Österreich;20230425192201;https://www.transfermarkt.ch/elias-havel/profil/spieler/566626;7;Elias Havel;2. Liga;FC Liefering;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;26.05.2021;20;1,84 m;Österreich;Mittelstürmer;rechts;ROOF;Nike;01.01.2021;-;;;Österreich U19;6;0;46;52;;19;;0;;;23;1,30;6;2;-;12;8;3;-;-;-;188';1.126'
Österreich;20230425192218;https://www.transfermarkt.ch/luka-reischl/profil/spieler/629039;9;Luka Reischl;2. Liga;FC Liefering;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;650 Tsd. €;19.12.2020;19;1,84 m;Österreich;Mittelstürmer;;Key United;Nike;01.08.2020;30.06.2026;;Österreich U19;;3;1;25;28;;5;;0;;;16;1,44;-;2;-;10;5;1;-;-;-;-;607'
Österreich;20230425192237;https://www.transfermarkt.ch/marcell-berki/profil/spieler/632996;13;Marcell Berki;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;23.07.2022;18;1,80 m;Ungarn;Mittelstürmer;rechts;EM Sports Consulting;Nike;01.07.2022;30.06.2026;;Ungarn U19;;4;2;4;6;;0;;0;;;7;0,57;-;-;-;6;1;-;-;-;-;-;130'
Österreich;20230425192256;https://www.transfermarkt.ch/federico-crescenti/profil/spieler/633190;45;Federico Crescenti;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;02.07.2021;18;1,73 m;Schweiz;Mittelstürmer;rechts;SBE Management AG;Puma;01.07.2021;31.05.2026;Schweiz U19;;;6;1;0;6;;5;;0;;;8;1,50;2;-;-;8;-;-;-;-;-;62';124'
Österreich;20230425192320;https://www.transfermarkt.ch/nicolas-schmid/profil/spieler/291097;1;Nicolas Schmid;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;26.05.2021;26;1,95 m;Österreich;Torwart;beidfüßig;CONNEXION;;01.07.2019;30.06.2025;;;Österreich U19;1;0;96;96;33;;;0;24;7;23;1,96;-;;-;-;-;1;-;-;;;2.070'
Österreich;20230425192340;https://www.transfermarkt.ch/felix-gschossmann/profil/spieler/286798;21;Felix Gschossmann;2. Liga;Blau-Weiß Linz;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;01.12.2018;26;1,85 m;Österreich;Torwart;rechts;Reza Sport Consulting;;01.08.2020;30.06.2025;;;Österreich U18;0;0;4;4;0;;;0;-;1;1;3,00;-;;-;-;-;-;-;-;;;90'
Österreich;20230425192401;https://www.transfermarkt.ch/kevin-radulovic/profil/spieler/746156;31;Kevin Radulovic;2. Liga;Blau-Weiß Linz;2.Liga;10 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;10 Tsd. €;02.07.2022;20;;Österreich;Torwart;;THE PLAYERS AGENT SRL;;01.07.2022;-;;;;;;0;0;0;;;0;-;-;-;-;-;;-;-;-;-;-;-;;;-
Österreich;20230425192429;https://www.transfermarkt.ch/armin-sarcevic/profil/spieler/440676;41;Armin Sarcevic;2. Liga;Blau-Weiß Linz;2.Liga;10 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;10 Tsd. €;02.07.2022;23;;Österreich;Torwart;;RR Sports Management;;01.07.2022;-;;;;;;;;;;;0;;;;;;;;;;;;;;;
Österreich;20230425192459;https://www.transfermarkt.ch/manuel-maranda/profil/spieler/287995;15;Manuel Maranda;2. Liga;Blau-Weiß Linz;2.Liga;350 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;21.12.2020;25;1,88 m;Österreich;Innenverteidiger;rechts;SPOCS Global Sports;;02.07.2021;30.06.2024;;;Österreich U21;5;0;100;97;;11;http://www.instagram.com/manuel_maranda/;0;;;24;2,00;3;3;-;-;4;2;-;-;-;698';2.093'
Österreich;20230425192519;https://www.transfermarkt.ch/fabio-strauss/profil/spieler/154140;2;Fabio Strauss;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;550 Tsd. €;02.06.2017;28;1,95 m;Österreich;Innenverteidiger;rechts;ROGON;;28.08.2020;31.05.2024;;;;;;79;73;;4;;0;;;19;2,32;-;2;-;-;3;6;-;-;-;-;1.584'
Österreich;20230425192548;https://www.transfermarkt.ch/christoph-schosswendter/profil/spieler/68379;3;Christoph Schösswendter;2. Liga;Blau-Weiß Linz;2.Liga;175 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;800 Tsd. €;22.12.2016;34;1,94 m;Österreich;Innenverteidiger;rechts;More than Sport GmbH;;22.01.2022;30.06.2023;;;Österreich U20;1;0;25;23;;2;http://instagram.com/chriistoph_sch;0;;;10;1,60;-;1;-;4;3;3;-;-;-;-;501'
Österreich;20230425192610;https://www.transfermarkt.ch/lukas-rath/profil/spieler/67442;17;Lukas Rath;2. Liga;Blau-Weiß Linz;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;24.09.2012;31;1,85 m;Österreich;Innenverteidiger;links;More than Sport GmbH;;04.08.2022;30.06.2023;;;Österreich U21;5;0;5;3;;0;;0;;;2;1,50;-;-;-;1;1;-;-;-;-;-;61'
Österreich;20230425192632;https://www.transfermarkt.ch/simon-pirkl/profil/spieler/243230;8;Simon Pirkl;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;350 Tsd. €;27.05.2017;26;1,76 m;Österreich;Linker Verteidiger;links;Future Sports Concept;Puma;01.07.2021;30.06.2024;;;Österreich U21;1;0;88;72;;15;;0;;;22;1,91;-;8;-;1;16;1;-;-;-;-;1.552'
Österreich;20230425192652;https://www.transfermarkt.ch/fabian-windhager/profil/spieler/434109;22;Fabian Windhager;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;17.11.2022;21;1,72 m;Österreich;Rechter Verteidiger;rechts;m & m deportivo;;02.07.2021;30.06.2024;;;Österreich U19;1;0;75;55;;6;;0;;;19;2,21;3;-;-;1;17;4;-;-;-;398';1.193'
Österreich;20230425192713;https://www.transfermarkt.ch/danilo-mitrovic/profil/spieler/574666;5;Danilo Mitrovic;2. Liga;Blau-Weiß Linz;2.Liga;175 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;275 Tsd. €;26.05.2021;22;1,82 m;Serbien;Rechter Verteidiger;rechts;Partners for Soccer;;04.07.2019;30.06.2024;;;Serbien U21;3;0;21;32;;9;;0;;;16;2,19;1;4;-;11;3;1;-;-;-;690';690'
Österreich;20230425192736;https://www.transfermarkt.ch/julian-golles/profil/spieler/339826;14;Julian Gölles;2. Liga;Blau-Weiß Linz;2.Liga;175 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;350 Tsd. €;03.09.2019;23;1,90 m;Österreich;Rechter Verteidiger;rechts;MLG Sports Consulting;;01.07.2021;30.06.2023;;;Österreich U21;3;0;8;25;;4;;0;;;15;1,80;-;2;-;13;2;-;-;-;-;-;547'
Österreich;20230425192755;https://www.transfermarkt.ch/michael-brandner/profil/spieler/159095;13;Michael Brandner;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;350 Tsd. €;01.06.2016;28;1,75 m;Österreich;Defensives Mittelfeld;beidfüßig;CONNEXION;;01.07.2019;30.06.2025;;;Österreich U20;5;0;79;77;;4;;0;;;20;1,80;2;-;-;1;6;7;-;-;2;827';1.653'
Österreich;20230425192813;https://www.transfermarkt.ch/lukas-tursch/profil/spieler/206951;26;Lukas Tursch;2. Liga;Blau-Weiß Linz;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;19.12.2020;27;1,86 m;Österreich;Defensives Mittelfeld;;HAGMAYR Sportmanagement;;01.07.2022;30.06.2024;;;Österreich U19;7;0;92;95;;2;;0;;;24;2,00;1;-;-;2;2;3;-;-;-;2.047';2.047'
Österreich;20230425192837;https://www.transfermarkt.ch/alexander-briedl/profil/spieler/531634;23;Alexander Briedl;2. Liga;Blau-Weiß Linz;2.Liga;200 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;200 Tsd. €;25.05.2022;21;1,80 m;Österreich;Defensives Mittelfeld;links;More than Sport GmbH;;01.07.2022;30.06.2024;;;;;;8;23;;2;;0;;;19;2,00;-;1;-;17;2;-;-;-;-;-;498'
Österreich;20230425192900;https://www.transfermarkt.ch/tobias-koch/profil/spieler/434103;6;Tobias Koch;2. Liga;Blau-Weiß Linz;2.Liga;400 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;17.11.2022;22;1,80 m;Österreich;Zentrales Mittelfeld;rechts;SBE Management AG;adidas;01.07.2021;30.06.2024;;;Österreich U19;3;0;88;87;;13;;0;;;23;1,96;3;4;-;2;3;2;-;-;-;625';1.874'
Österreich;20230425192914;https://www.transfermarkt.ch/marco-krainz/profil/spieler/223965;4;Marco Krainz;2. Liga;Blau-Weiß Linz;2.Liga;350 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;25.05.2022;25;;Österreich;Zentrales Mittelfeld;rechts;Future Sports Concept;;31.08.2022;30.06.2024;;;Österreich U21;2;0;33;36;;5;;0;;;12;2,33;-;2;-;6;2;1;-;-;-;-;577'
Österreich;20230425192932;https://www.transfermarkt.ch/matthias-seidl/profil/spieler/526895;18;Matthias Seidl;2. Liga;Blau-Weiß Linz;2.Liga;1,00 Mio. €Letzte Änderung: 17.11.2022;Mio. €;Letzte Änderung: 17.11.2022;1,00 Mio. €;17.11.2022;22;1,75 m;Österreich;Offensives Mittelfeld;beidfüßig;m & m deportivo;;01.07.2021;30.06.2024;;;Österreich U19;5;1;83;80;;30;;0;;;20;2,05;12;4;-;-;5;-;-;-;-;143';1.720'
Österreich;20230425192945;https://www.transfermarkt.ch/paul-mensah/profil/spieler/598541;10;Paul Mensah;2. Liga;Blau-Weiß Linz;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;01.06.2019;23;1,78 m;Ghana;Offensives Mittelfeld;;;;24.01.2022;30.06.2024;;;;;;71;66;;15;;0;;;24;2,00;3;5;-;7;15;1;-;-;-;474';1.422'
Österreich;20230425193011;https://www.transfermarkt.ch/simon-seidl/profil/spieler/620496;20;Simon Seidl;2. Liga;Blau-Weiß Linz;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;02.07.2022;20;;Österreich;Offensives Mittelfeld;;m & m deportivo;;01.07.2022;30.06.2024;;;;;;8;17;;6;;0;;;14;2,29;1;2;-;12;2;2;-;-;-;361';361'
Österreich;20230425193042;https://www.transfermarkt.ch/jahn-herrmann/profil/spieler/406612;27;Jahn Herrmann;2. Liga;Blau-Weiß Linz;2.Liga;75 Tsd. €Letzte Änderung: 30.12.2022;Tsd. €;Letzte Änderung: 30.12.2022;100 Tsd. €;11.06.2021;22;;Deutschland;Offensives Mittelfeld;rechts;Robert Schneider;;06.02.2023;30.06.2023;;;Deutschland U20;0;0;13;16;;0;;0;;;3;2,00;-;-;-;2;1;-;-;-;-;-;115'
Österreich;20230425193102;https://www.transfermarkt.ch/fally-mayulu/profil/spieler/826719;11;Fally Mayulu;2. Liga;Blau-Weiß Linz;2.Liga;350 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;350 Tsd. €;17.11.2022;20;1,93 m;Frankreich;Mittelstürmer;rechts;Titanium Sports Management;;07.02.2022;31.05.2023;;;;;;67;63;;35;;0;;;24;2,00;10;9;-;8;12;3;-;-;-;136';1.355'
